번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),업무구분명,상세업무구분명,권리주체일련번호,총직원수
4747,동물위탁관리업,02_03_10_P,3120000,3.12e+17,2021-08-10,,1,영업/정상,0,정상,,,,,070-4900-6140,0.0,,서울특별시 서대문,서울특별시 서대문구 연희로 ***-*(연희동),3699.0,미미에토,2022-12-06 14:52,U,2022-12-08 2:40,,194098.6422,452106.7417,동물위탁관리업,동물위탁관리업,L00,0
4748,동물위탁관리업,02_03_10_P,3120000,3.12e+17,2021-10-05,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 서대문,"서울특별시 서대문구 증가로 **-*, *층 구동호 (연희동)",3703.0,쥬쥬펫,2022-04-28 18:10,I,2022-07-02 17:34,,193843.0312,451871.2397,동물위탁관리업,동물위탁관리업,0,0
4749,동물위탁관리업,02_03_10_P,3120000,3.12e+17,2022-05-27,,1,영업/정상,0,정상,,,,,02-332-9202,0.0,,서울특별시 서대문,"서울특별시 서대문구 연희로 ***, *층 ***호 (연희동)",3724.0,잔다냥 연희점,2022-05-27 9:36,I,2022-07-02 17:34,,193930.6863,451751.371,동물위탁관리업,동물위탁관리업,0,0
4750,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2021-05-27,,1,영업/정상,0,정상,,,,,02-2602-8605,0.0,,서울특별시 강서,"서울특별시 강서구 우장산로**길 **, *층 (화곡동)",7649.0,도그비잉 펫케어,2022-04-28 18:10,I,2022-07-02 17:34,,186740.186,450271.1332,동물위탁관리업,동물위탁관리업,0,0
4751,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2021-06-01,,1,영업/정상,0,정상,,,,,0507-1366-1178,0.0,,서울특별시 강서,"서울특별시 강서구 강서로**길 **, *층 (화곡동)",7751.0,빈스 앤 멍,2022-09-02 16:59,U,2022-09-04 2:40,,186392.8221,447989.1613,동물위탁관리업,동물위탁관리업,0,0
4752,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2021-06-28,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서,"서울특별시 강서구 등촌로**길 **, *층 (등촌동)",7668.0,뽀도독,2022-04-28 18:10,I,2022-07-02 17:34,,187656.601,449270.9931,동물위탁관리업,동물위탁관리업,0,0
4753,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2021-07-08,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서,"서울특별시 강서구 까치산로 **, 호왕빌딩 *층 (화곡동)",7679.0,마이댕댕스쿨,2022-04-28 18:10,I,2022-07-02 17:34,,186415.0487,449245.9289,동물위탁관리업,동물위탁관리업,0,0
4754,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2021-07-13,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서,"서울특별시 강서구 마곡동로**길 **, 마곡보타닉파크프라자 ***호 (마곡동)",7791.0,포독,2022-04-28 18:10,I,2022-07-02 17:34,,185771.9284,451647.3842,동물위탁관리업,동물위탁관리업,0,0
4755,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2021-07-16,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서,"서울특별시 강서구 양천로 ***, ***동 ***호 (방화동, 한림리첸빌)",7593.0,멍마르뜨,2022-04-28 18:10,I,2022-07-02 17:34,,183896.9465,452322.9657,동물위탁관리업,동물위탁관리업,0,0
4756,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2021-08-13,,1,영업/정상,0,정상,,,,,02-2666-2611,0.0,,서울특별시 강서,"서울특별시 강서구 수명로 **, 발산로얄타워 ***호 (내발산동)",7635.0,마음사랑동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,184596.0547,450145.9973,동물위탁관리업,동물위탁관리업,0,0
4757,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2021-08-13,,1,영업/정상,0,정상,,,,,02-6081-7272,0.0,,서울특별시 강서,"서울특별시 강서구 공항대로**길 **, *층 (화곡동)",7657.0,필독(feel dog),2022-04-28 18:10,I,2022-07-02 17:34,,186791.0227,450031.0049,동물위탁관리업,동물위탁관리업,0,0
4758,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2021-10-29,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서,"서울특별시 강서구 곰달래로 ***, 기룡빌딩 *층 (화곡동)",7777.0,칠백상회,2022-04-28 18:10,I,2022-07-02 17:34,,186173.6815,447571.6493,동물위탁관리업,동물위탁관리업,0,0
4759,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2022-01-17,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서,"서울특별시 강서구 강서로 ***, 모텔리츠 *층 (내발산동)",7632.0,퍼피스프링 강서점,2022-04-28 18:10,I,2022-07-02 17:34,,185533.4168,450415.9899,동물위탁관리업,동물위탁관리업,0,0
4760,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2022-04-26,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서,"서울특별시 강서구 곰달래로 ***, *호 (화곡동)",7782.0,내야내야 똥강아지,2022-04-28 18:10,I,2022-07-02 17:34,,186862.0693,447625.9222,동물위탁관리업,동물위탁관리업,0,0
4761,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2022-05-31,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서,"서울특별시 강서구 개화동로**길 **, 대희빌딩 지층 **호 (방화동)",7621.0,Wendy’s Wonderland(웬디네 원더랜드),2022-05-31 10:58,I,2022-07-02 17:34,,183117.2816,451398.8048,동물위탁관리업,동물위탁관리업,0,0
4762,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-09-21,,1,영업/정상,0,정상,,,,,02-512-0401,0.0,,서울특별시 강남,"서울특별시 강남구 압구정로**길 **-*, 지층 (청담동)",6013.0,멈미스,2022-11-02 13:42,U,2022-11-04 2:40,,204485.1114,447059.9327,동물위탁관리업,동물위탁관리업,0,0
4763,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-09-21,,1,영업/정상,0,정상,,,,,02-3445-0515,0.0,,서울특별시 강남,"서울특별시 강남구 압구정로**길 **, 유앤아이빌딩 *층 (신사동)",6031.0,그루밍캣 압구정점,2022-04-28 18:10,I,2022-07-02 17:34,,202233.8948,446925.2108,동물위탁관리업,동물위탁관리업,0,0
4764,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-09-21,,1,영업/정상,0,정상,,,,,02-554-7582,0.0,,서울특별시 강남,"서울특별시 강남구 선릉로 ***, *층 (대치동)",6198.0,스마트동물병원,2022-05-24 10:58,U,2022-07-02 17:34,,204379.6026,444450.0756,동물위탁관리업,동물위탁관리업,0,0
4765,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-09-21,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강남,"서울특별시 강남구 밤고개로 ***, 강남블루지움 ***호 (자곡동)",6370.0,PET.꾸밈,2022-05-24 11:25,U,2022-07-02 17:34,,209397.6068,441398.6437,동물위탁관리업,동물위탁관리업,0,0
4766,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-09-21,,1,영업/정상,0,정상,,,,,1577-6125,0.0,,서울특별시 강남,"서울특별시 강남구 도산대로 ***, M빌딩 (일부)*층 (청담동)",6015.0,이리온동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,203876.6549,446925.4805,동물위탁관리업,동물위탁관리업,L00,0
4767,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-09-21,,1,영업/정상,0,정상,,,,,02-3443-0275,0.0,,서울특별시 강남,"서울특별시 강남구 압구정로 ***, 덕산빌딩 ***호 (신사동)",6028.0,압구정웰동물병원,2022-05-24 10:52,U,2022-07-02 17:34,,201749.4564,446742.8281,동물위탁관리업,동물위탁관리업,0,0
4768,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-09-21,,1,영업/정상,0,정상,,,,,02-529-5575,0.0,,서울특별시 강남,"서울특별시 강남구 도곡로 ***, 정금빌딩 *층 (역삼동)",6257.0,예은동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,203469.1194,443359.532,동물위탁관리업,동물위탁관리업,0,0
4769,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-09-21,,1,영업/정상,0,정상,,,,,02-548-0888,0.0,,서울특별시 강남,"서울특별시 강남구 강남대로***길 **, *층 (논현동)",6119.0,봉브라더스,2022-05-24 11:09,U,2022-07-02 17:34,,202252.3162,445014.8629,동물위탁관리업,동물위탁관리업,0,0
4770,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-09-21,,1,영업/정상,0,정상,,,,,02-549-0275,0.0,,서울특별시 강남,"서울특별시 강남구 도산대로 ***, *층 (신사동)",6026.0,24시스마트동물병원(신사본점),2022-05-23 16:35,U,2022-07-02 17:34,,202580.5891,446499.5821,동물위탁관리업,동물위탁관리업,0,0
4771,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-09-21,,1,영업/정상,0,정상,,,,,070-8987-3000,0.0,,서울특별시 강남,서울특별시 강남구 선릉로***길 *(삼성동),6092.0,개러리아,2022-05-23 15:23,U,2022-07-02 17:34,,203723.1571,445804.841,동물위탁관리업,동물위탁관리업,0,0
4772,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-09-21,,1,영업/정상,0,정상,,,,,02-540-6303,0.0,,서울특별시 강남,"서울특별시 강남구 압구정로 ***, *,*층 (신사동)",6018.0,압구정메이트동물병원,2022-05-23 14:12,U,2022-07-02 17:34,,203273.5153,447329.9537,동물위탁관리업,동물위탁관리업,0,0
4773,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-09-21,,1,영업/정상,0,정상,,,,,02-539-3339,0.0,,서울특별시 강남,"서울특별시 강남구 삼성로 ***, ***~***호 (대치동, 은마아파트)",6284.0,대치수동물병원,2022-05-23 15:59,U,2022-07-02 17:34,,205707.0894,443914.1941,동물위탁관리업,동물위탁관리업,0,0
4774,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-09-21,,1,영업/정상,0,정상,,,,,02-557-1555,0.0,,서울특별시 강남,"서울특별시 강남구 선릉로 ***, 연안이씨빌딩 *층 (역삼동)",6149.0,선릉동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,204064.4794,444962.3065,동물위탁관리업,동물위탁관리업,0,0
4775,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-09-21,,1,영업/정상,0,정상,,,,,02-6925-7021,0.0,,서울특별시 강남,서울특별시 강남구 학동로 *** (청담동),6068.0,청담아이윌동물병원,2022-05-24 11:08,U,2022-07-02 17:34,,204243.1117,446291.2234,동물위탁관리업,동물위탁관리업,0,0
4776,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-09-21,,1,영업/정상,0,정상,,,,,02-540-1955,0.0,,서울특별시 강남,"서울특별시 강남구 도산대로**길 **, *층 (청담동)",6071.0,아지원,2022-04-28 18:10,I,2022-07-02 17:34,,204436.1327,446827.3312,동물위탁관리업,동물위탁관리업,0,0
4777,동물위탁관리업,02_03_10_P,3220000,3.22e+17,2018-10-11,,1,영업/정상,0,정상,,,,,02-445-7579,0.0,,서울특별시 강남,"서울특별시 강남구 헌릉로 ***, 강남리더스프라자 ***-*호 (세곡동)",6376.0,마더스동물병원,2022-05-23 16:08,U,2022-07-02 17:34,,208882.2459,440405.7437,동물위탁관리업,동물위탁관리업,0,0
4867,동물위탁관리업,02_03_10_P,3070000,3.07e+17,2022-08-25,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 성북,"서울특별시 성북구 화랑로 **, 코업스타클래스 상가동 *층 ***, ***, ***-*호 (하월곡동)",2751.0,도글로리(Doglory),2022-08-25 13:30,I,2022-08-27 0:22,,203502.0041,455500.569,동물위탁관리업,동물위탁관리업,0,0
4874,동물위탁관리업,02_03_10_P,3060000,3.06e+17,2022-08-26,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 중랑,"서울특별시 중랑구 상봉로 **, *층 (면목동)",2157.0,묘릉도원,2022-08-26 9:01,I,2022-08-28 0:22,,208146.9319,454577.5334,동물위탁관리업,동물위탁관리업,0,0
4888,동물위탁관리업,02_03_10_P,3060000,3.06e+17,2022-08-05,,1,영업/정상,0,정상,,,,,02-495-7942,0.0,,서울특별시 중랑,"서울특별시 중랑구 동일로***길 **, *층 (중화동)",2047.0,눈이부시개,2022-08-05 13:17,I,2022-08-07 0:22,,206993.032,455790.2789,동물위탁관리업,동물위탁관리업,0,0
4893,동물위탁관리업,02_03_10_P,3210000,3.21e+17,2022-07-14,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 서초,"서울특별시 서초구 도구로 ***-**, *층 ***호 (방배동)",6564.0,유어마이독,2022-07-14 16:14,I,2022-07-16 0:22,,198754.8372,442899.4591,동물위탁관리업,동물위탁관리업,0,0
4921,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2022-08-18,,1,영업/정상,0,정상,,,,,02-424-3662,0.0,,서울특별시 송파,서울특별시 송파구 송파대로 ***(송파동),5676.0,송파동물의료센터,2022-08-18 18:04,I,2022-08-20 0:22,,209744.136,444378.5593,동물위탁관리업,동물위탁관리업,0,0
4932,동물위탁관리업,02_03_10_P,3010000,3.01e+17,2018-09-12,,1,영업/정상,0,정상,,,,,02-2253-6686,0.0,,서울특별시 중,"서울특별시 중구 청구로 **, *층 (신당동)",4589.0,COZY,2022-04-28 18:11,I,2022-07-02 17:34,,201252.508,450817.3297,동물위탁관리업,동물위탁관리업,0,0
4933,동물위탁관리업,02_03_10_P,3010000,3.01e+17,2018-10-01,,1,영업/정상,0,정상,,,,,2256-8275,0.0,,서울특별시 중,"서울특별시 중구 다산로 **, *상가동 ***호 (신당동, 남산타운)",4595.0,남산동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,200750.4551,449638.8243,동물위탁관리업,동물위탁관리업,0,0
4934,동물위탁관리업,02_03_10_P,3010000,3.01e+17,2018-10-11,,1,영업/정상,0,정상,,,,,2233-7574,0.0,,서울특별시 중,"서울특별시 중구 다산로 ***, *층 (신당동)",4598.0,미래지동물의료센터,2022-04-28 18:11,I,2022-07-02 17:34,,200783.1196,450153.7843,동물위탁관리업,동물위탁관리업,0,0
4935,동물위탁관리업,02_03_10_P,3010000,3.01e+17,2019-03-07,,1,영업/정상,0,정상,,,,,02-2233-7943,0.0,,서울특별시 중,"서울특별시 중구 다산로**길 **, *-*층 (신당동)",4584.0,애뚜애뚜,2022-04-28 18:11,I,2022-07-02 17:34,,201556.4507,450973.2681,동물위탁관리업,동물위탁관리업,0,0
4936,동물위탁관리업,02_03_10_P,3010000,3.01e+17,2019-05-03,,1,영업/정상,0,정상,,,,,0507-1326-6831,0.0,,서울특별시 중,"서울특별시 중구 다산로**나길 **, 동심빌딩 ***호 (신당동)",4585.0,강아지 마법사 골드맘,2022-04-28 18:11,I,2022-07-02 17:34,,201470.9115,451066.6033,동물위탁관리업,동물위탁관리업,0,0
4937,동물위탁관리업,02_03_10_P,3010000,3.01e+17,2019-05-03,,1,영업/정상,0,정상,,,,,02-2233-2513,0.0,,서울특별시 중,"서울특별시 중구 동호로*길 **, *층 ***호 (신당동)",4596.0,동물보육원,2022-04-28 18:11,I,2022-07-02 17:34,,200893.0431,449947.4014,동물위탁관리업,동물위탁관리업,0,0
4938,동물위탁관리업,02_03_10_P,3010000,3.01e+17,2021-10-13,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 중,"서울특별시 중구 동호로**길 **, 디오빌딩 *층, *층 (신당동)",4608.0,디어코코,2022-04-28 18:11,I,2022-07-02 17:34,,201006.882,450751.7698,동물위탁관리업,동물위탁관리업,0,0
4939,동물위탁관리업,02_03_10_P,3020000,3.02e+17,2018-05-18,,1,영업/정상,0,정상,,,,,02-792-8275,0.0,,서울특별시 용산,"서울특별시 용산구 독서당로 **-*, 아이리스프라자 지상*층 (한남동)",4419.0,더힐동물의료센터,2022-04-28 18:10,I,2022-07-02 17:34,,200779.182,448049.1957,동물위탁관리업,동물위탁관리업,0,0
4940,동물위탁관리업,02_03_10_P,3020000,3.02e+17,2018-09-06,,1,영업/정상,0,정상,,,,,02-797-6677,0.0,,서울특별시 용산,"서울특별시 용산구 녹사평대로 ***, 지하*층 (이태원동)",4345.0,이태원동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,198802.4761,448239.8207,동물위탁관리업,동물위탁관리업,L00,0
4941,동물위탁관리업,02_03_10_P,3020000,3.02e+17,2020-08-24,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 용산,"서울특별시 용산구 회나무로**길 **, *층 (이태원동)",4344.0,아츠,2022-04-28 18:11,I,2022-07-02 17:34,,199378.2901,448878.1528,동물위탁관리업,동물위탁관리업,0,0
4942,동물위탁관리업,02_03_10_P,3020000,3.02e+17,2020-12-01,,1,영업/정상,0,정상,,,,,02-798-0077,0.0,,서울특별시 용산,"서울특별시 용산구 서빙고로 **, 용산센트럴파크 해링턴스퀘어 *층 **호 (한강로*가)",4387.0,다줄,2022-04-28 18:11,I,2022-07-02 17:34,,197056.7289,447077.1263,동물위탁관리업,동물위탁관리업,0,0
4943,동물위탁관리업,02_03_10_P,3020000,3.02e+17,2021-04-12,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 용산,"서울특별시 용산구 이태원로 ***-*, *층 (이태원동)",4351.0,베럴라이프(BetterLife),2022-04-28 18:11,I,2022-07-02 17:34,,199003.8449,448030.3065,동물위탁관리업,동물위탁관리업,0,0
4944,동물위탁관리업,02_03_10_P,3020000,3.02e+17,2021-07-12,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 용산,서울특별시 용산구 회나무로 **-*(이태원동),4345.0,케이나인클럽하우스(K9 ClubHouse),2022-04-28 18:11,I,2022-07-02 17:34,,199095.5104,448569.3685,동물위탁관리업,동물위탁관리업,0,0
4945,동물위탁관리업,02_03_10_P,3020000,3.02e+17,2021-07-19,,1,영업/정상,0,정상,,,,,02-798-7512,0.0,,서울특별시 용산,"서울특별시 용산구 이촌로 ***, 렉스상가 *-*, *-*호 (이촌동)",4425.0,금강동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,198165.7679,446185.2445,동물위탁관리업,동물위탁관리업,0,0
4946,동물위탁관리업,02_03_10_P,3020000,3.02e+17,2021-10-08,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 용산,"서울특별시 용산구 독서당로 ***, *,*층 (한남동)",4419.0,크린랲 한남지점-하울팟,2022-12-28 9:57,U,2022-12-31 2:40,,200955.8924,448262.7529,동물위탁관리업,동물위탁관리업,L00,0
4947,동물위탁관리업,02_03_10_P,3020000,3.02e+17,2021-10-20,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 용산,"서울특별시 용산구 원효로 ***-*, *층 (원효로*가)",4364.0,프리독스,2022-04-28 18:11,I,2022-07-02 17:34,,196692.101,448261.7842,동물위탁관리업,동물위탁관리업,0,0
4948,동물위탁관리업,02_03_10_P,3020000,3.02e+17,2021-11-03,,1,영업/정상,0,정상,,,,,02-6014-4242,0.0,,서울특별시 용산,"서울특별시 용산구 회나무로**길 *, *,*층 (이태원동)",4346.0,독클래스,2022-09-05 20:30,U,2022-09-07 2:40,,199563.9897,448722.2389,동물위탁관리업,동물위탁관리업,L00,0
4949,동물위탁관리업,02_03_10_P,3020000,3.02e+17,2022-01-06,,1,영업/정상,0,정상,,,,,02-704-9887,0.0,,서울특별시 용산,"서울특별시 용산구 원효로**길 **, *층 ***호 (원효로*가, 용산더프라임)",4315.0,개님살롱,2022-04-28 18:11,I,2022-07-02 17:34,,197287.5051,448662.1535,동물위탁관리업,동물위탁관리업,0,0
4950,동물위탁관리업,02_03_10_P,3020000,3.02e+17,2022-03-02,,1,영업/정상,0,정상,,,,,02-6487-8716,0.0,,서울특별시 용산,"서울특별시 용산구 새창로 ***-*, 성취빌딩 ***호 (원효로*가)",4366.0,루피네,2022-08-10 16:35,U,2022-08-12 2:40,,196553.603,448051.047,동물위탁관리업,동물위탁관리업,0,0
4951,동물위탁관리업,02_03_10_P,3020000,3.02e+17,2022-06-28,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 용산,"서울특별시 용산구 녹사평대로**길 **, *층 (이태원동)",4390.0,아이조아 요양보호소 서울점,2022-06-30 13:34,U,2022-07-02 2:40,,199069.9345,447914.897,동물위탁관리업,동물위탁관리업,0,0
4952,동물위탁관리업,02_03_10_P,3030000,3.03e+17,2021-12-29,,1,영업/정상,0,정상,,,,,02-6454-6180,0.0,,서울특별시 성동,"서울특별시 성동구 왕십리로 ***, *층 ***호 (행당동, 서울숲 더샵)",4765.0,주식회사 바우라움 서울숲,2022-04-28 18:10,I,2022-07-02 17:34,,203481.6282,450468.7733,동물위탁관리업,동물위탁관리업,L00,0
4953,동물위탁관리업,02_03_10_P,3030000,3.03e+17,2019-09-09,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 성동,"서울특별시 성동구 마조로 **, 상가동 *층 (마장동, 금호어울림아파트)",4759.0,"고양아, 안녕?",2022-04-28 18:10,I,2022-07-02 17:34,,203597.7588,451160.2684,동물위탁관리업,동물위탁관리업,0,0
4954,동물위탁관리업,02_03_10_P,3030000,3.03e+17,2020-03-31,,1,영업/정상,0,정상,,,,,7088459101,0.0,,서울특별시 성동,"서울특별시 성동구 서울숲*길 **-**, ***동 ***호 (성수동*가, 갤러리아 포레)",4769.0,나인페츠,2023-02-16 10:00,U,2023-02-18 2:40,,203684.2812,449280.9752,동물위탁관리업,동물위탁관리업,0,0
4955,동물위탁관리업,02_03_10_P,3030000,3.03e+17,2020-04-17,,1,영업/정상,0,정상,,,,,24683694,0.0,,서울특별시 성동,"서울특별시 성동구 왕십리로 **, *층 *호 (성수동*가)",4778.0,서울숲 dogs,2022-04-28 18:10,I,2022-07-02 17:34,,203934.4995,449210.38,동물위탁관리업,동물위탁관리업,0,0
4956,동물위탁관리업,02_03_10_P,3030000,3.03e+17,2021-02-02,,1,영업/정상,0,정상,,,,,02-466-5787,0.0,,서울특별시 성동,서울특별시 성동구 상원길 ** (성수동*가),4788.0,댕댕이루,2022-04-28 18:10,I,2022-07-02 17:34,,204108.4038,449864.5704,동물위탁관리업,동물위탁관리업,L00,0
4957,동물위탁관리업,02_03_10_P,3030000,3.03e+17,2021-03-23,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 성동,"서울특별시 성동구 마장로 ***, ***호 (상왕십리동, 텐즈힐)",4700.0,펫살롱,2022-04-28 18:10,I,2022-07-02 17:34,,202113.8696,451897.5819,동물위탁관리업,동물위탁관리업,0,0
4958,동물위탁관리업,02_03_10_P,3040000,3.04e+17,2018-04-23,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 광진,서울특별시 광진구 천호대로 ***-* (중곡동),4931.0,서울동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,207624.5568,450257.0445,동물위탁관리업,동물위탁관리업,0,0
4959,동물위탁관리업,02_03_10_P,3040000,3.04e+17,2018-05-25,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 광진,서울특별시 광진구 뚝섬로 *** (자양동),5070.0,준동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,206150.6555,448076.7207,동물위탁관리업,동물위탁관리업,0,0
4960,동물위탁관리업,02_03_10_P,3040000,3.04e+17,2018-06-15,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 광진,서울특별시 광진구 광나루로 ***-* (화양동),5009.0,피카소 동물병원 미용,2022-04-28 18:10,I,2022-07-02 17:34,,206405.8447,449450.171,동물위탁관리업,동물위탁관리업,0,0
4961,동물위탁관리업,02_03_10_P,3040000,3.04e+17,2018-06-26,,1,영업/정상,0,정상,,,,,02-454-9975,0.0,,서울특별시 광진,"서울특별시 광진구 능동로 ***, 경남빌딩 (중곡동)",4928.0,방주종합동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,207082.1965,450786.4207,동물위탁관리업,동물위탁관리업,0,0
4962,동물위탁관리업,02_03_10_P,3040000,3.04e+17,2018-08-01,,1,영업/정상,0,정상,,,,,02-464-7582,0.0,,서울특별시 광진,서울특별시 광진구 능동로**길 *-* (중곡동),4915.0,스마트동물병원 군자점,2022-04-28 18:10,I,2022-07-02 17:34,,207107.9286,450953.281,동물위탁관리업,동물위탁관리업,0,0
4963,동물위탁관리업,02_03_10_P,3040000,3.04e+17,2018-09-06,,1,영업/정상,0,정상,,,,,02-455-0015,0.0,,서울특별시 광진,서울특별시 광진구 뚝섬로 *** (자양동),5074.0,중앙애견,2022-04-28 18:10,I,2022-07-02 17:34,,205917.0942,448157.1724,동물위탁관리업,동물위탁관리업,0,0
4964,동물위탁관리업,02_03_10_P,3040000,3.04e+17,2018-09-06,,1,영업/정상,0,정상,,,,,02-457-7582,0.0,,서울특별시 광진,"서울특별시 광진구 아차산로 ***-**, **호 (광장동, 광장힐스테이트)",4983.0,나루동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,208729.1704,448995.8084,동물위탁관리업,동물위탁관리업,0,0
4965,동물위탁관리업,02_03_10_P,3040000,3.04e+17,2018-09-10,,1,영업/정상,0,정상,,,,,070-7608-4184,0.0,,서울특별시 광진,"서울특별시 광진구 능동로*길 **, 원우상가 *층 (자양동)",5090.0,베이비독,2022-04-28 18:10,I,2022-07-02 17:34,,206011.7284,447910.5883,동물위탁관리업,동물위탁관리업,0,0
4966,동물위탁관리업,02_03_10_P,3040000,3.04e+17,2018-09-12,,1,영업/정상,0,정상,,,,,02-468-0955,0.0,,서울특별시 광진,"서울특별시 광진구 능동로 **, 영지빌딩 *층 ***호 (자양동)",5074.0,로얄에이알씨(주),2022-04-28 18:10,I,2022-07-02 17:34,,205969.966,448175.9174,동물위탁관리업,동물위탁관리업,L00,0
4967,동물위탁관리업,02_03_10_P,3040000,3.04e+17,2018-09-20,,1,영업/정상,0,정상,,,,,02-446-8175,0.0,,서울특별시 광진,"서울특별시 광진구 광나루로**길 **, ***호 ***호 ***호 (구의동, 구의현대*단지아파트)",5118.0,광진24시 필동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,208403.7461,448490.2392,동물위탁관리업,동물위탁관리업,0,0
4968,동물위탁관리업,02_03_10_P,3040000,3.04e+17,2018-10-04,,1,영업/정상,0,정상,,,,,02-444-7533,0.0,,서울특별시 광진,서울특별시 광진구 아차산로 *** (광장동),4984.0,동서울동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,208431.9276,448842.2326,동물위탁관리업,동물위탁관리업,0,0
4969,동물위탁관리업,02_03_10_P,3040000,3.04e+17,2018-10-31,,1,영업/정상,0,정상,,,,,02-6439-1253,0.0,,서울특별시 광진,"서울특별시 광진구 군자로 **, *층 (군자동)",5004.0,이쁘개멋있개,2022-04-28 18:11,I,2022-07-02 17:34,,206230.3568,449914.0276,동물위탁관리업,동물위탁관리업,0,0
4970,동물위탁관리업,02_03_10_P,3040000,3.04e+17,2018-11-06,,1,영업/정상,0,정상,,,,,02-455-7570,0.0,,서울특별시 광진,서울특별시 광진구 광나루로 *** (광장동),4984.0,쥬라기동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,208344.9129,448875.2865,동물위탁관리업,동물위탁관리업,0,0
4971,동물위탁관리업,02_03_10_P,3040000,3.04e+17,2018-11-16,,1,영업/정상,0,정상,,,,,02-454-1010,0.0,,서울특별시 광진,서울특별시 광진구 용마산로 ** (중곡동),4944.0,와사비네집,2022-04-28 18:11,I,2022-07-02 17:34,,207695.4807,450809.0283,동물위탁관리업,동물위탁관리업,L00,0
